User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Dheeraj Kumar,Reviewed in India on 10 August 2021,poor phone in the name of samsung,"
  samsung is disappointing customers by lowering quality32 mp front camera is a joke.6 gb ram is only in number and even when there is nothing new installed hangs the phonebakwaas qualityis se achha opp ya redmi le lo
",,1.0 out of 5 stars
Rahul Patil,Reviewed in India on 10 August 2021,Heating while video call or working multiple tasks,"
  Overall happy with the Phone but facing heating issue.When I make a video call for more than 30mins, the upper part of the phone will heat & also while doing multiple tasks.
",,3.0 out of 5 stars
mohd shahzeb,Reviewed in India on 10 August 2021,Very bed screen size,"
  Very bed screen size
",,1.0 out of 5 stars
B Ramesh,Reviewed in India on 10 August 2021,After  one year  the mother board fails,"
  Don't purchase  because  after  one  year  the motherboard  failed  again  I paid to repair  8000, after  updating  software  the motherboard  failed  it is  informed  by  Samsung  service center  engineers ,
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 10 August 2021,Over all good product,"
  I am not a gadget lover but  this phone works well
",,5.0 out of 5 stars
Deependra patel,Reviewed in India on 10 August 2021,Not a good experience,"
  Worst replacement services by Amazon, every time you call their customer care will gives you different information regarding replacement period,
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 10 August 2021,Highly disappointed at the product.,"
  Bought it in 16000 after 1year facing motherboard problems constantly restarting...No physical damage in this 1year time... called customer care, they told Motherboard problems are very common in M31 model.
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 10 August 2021,Very good  and handy phone money for value,"
  Finger print reader ,battery  life and having very good camera quality
",,4.0 out of 5 stars
SOURAV GUPTA,Reviewed in India on 10 August 2021,Good,"
  Good
",,5.0 out of 5 stars
Navneet Gupta,Reviewed in India on 10 August 2021,"In just 7 months, charger is not working... i use to charg once in 36 hrs.","
  Charger is not working after only 7 months of purchase. Also, NO option to raise complaint now for this concern
",,3.0 out of 5 stars
Dee Ravi,Reviewed in India on 10 August 2021,Going for iPhone thanks to Samsung quality,"
  I have been using Samsung mobiles since last 6 years and last year I bought this m31. My earlier Samsung on Nxt mobile used to hang a lot and I thought all my problems are resolved when I bought this m31. Although it worked smoothly in the initial days, the mobile started hanging after couple of months. And last week, it started restarting every 10 minutes. I took the mobile to nearest Samsung care and they said that it’s mother board issue and motherboard will be replaced in 10 days. All my important data is lost. They don’t care about that. Samsung has compromised with quality in the recent years. I finally thought that it will be better if I switch to iPhone. Although costly, you need not bother about phone crash, data loss for at least 5 years. It’s a one time budget for me. My colleague is also complaining about the battery issue in Samsung m31 which he bought 6 months ago. My other problem with m31 is that there is no voice clarity whenever you receive a call. It’s very irritating after spending 17k on a mobile and you get cheap quality. Beware users. Samsung is not the best now a days. I bought Oppo A5 for my mother and it is really better compared to Samsung. So I’m finally moving out of android after 10 years all thanks to Samsung. Welcome to IPhone.
",One person found this helpful,1.0 out of 5 stars
sanjay,Reviewed in India on 9 August 2021,Thanks amazon samsung m31 hi mila,"
  Last experience is very bad .pkt m mobile nahi vim baar ki tikya nikli thi.thsi time is good
",One person found this helpful,5.0 out of 5 stars
mithun,Reviewed in India on 9 August 2021,Plz don’t buy this phone. It’s a outdated phone and very slow. I wanted my money buying this,"
  Plz don’t buy, outdated and very slow. Even Internet speed
",One person found this helpful,5.0 out of 5 stars
Surendra Gaddam,Reviewed in India on 9 August 2021,It's very nice mobile,,,4.0 out of 5 stars
amin shaikh,Reviewed in India on 9 August 2021,Okay,"
  Like this
",,4.0 out of 5 stars
shankar mhade,Reviewed in India on 9 August 2021,Some time restart automatically,,,2.0 out of 5 stars
Sayanjan Chattopadhyay,Reviewed in India on 9 August 2021,Excellent Product,"
  Very good product. Camera, display, sound, performance, build quality, everythings are just awesome. Thank you Samsung, and also Amazon (""STPL EXCLUSIVE ONLINE"" retail).
",,5.0 out of 5 stars
Rengaraj,Reviewed in India on 9 August 2021,Below average,"
  Samsung is officers mobile don't like middle class people
",,2.0 out of 5 stars
Dhansing Padamsing Gurkha,Reviewed in India on 9 August 2021,👌,"
  Osum 👌👌
",,5.0 out of 5 stars
shashank pundir,Reviewed in India on 9 August 2021,Hang phone,"
  Camera is good, but phone is hang many time
",One person found this helpful,1.0 out of 5 stars
Arush Ahuja,Reviewed in India on 9 August 2021,A decent phone and a very speedy device,"
  A decent phone and a very speedy device. good processor, fingerprint and battery life
",,5.0 out of 5 stars
Rajeshwaran,Reviewed in India on 9 August 2021,Worth for money,"
  Very good mobile for normal usersAwesome battery capacity
",,5.0 out of 5 stars
Rakesh K.,Reviewed in India on 9 August 2021,Battery is not best but better,"
  Hi
",One person found this helpful,5.0 out of 5 stars
Chiranjeevi Upadhya,Reviewed in India on 9 August 2021,Best non chinede mid range phone,"
  I have purchased 6 samsung phones in my family, 3 are M31, I have been using m31 from June 2019, the phone is steady with good build quality, best phone to buy with eyes closed then buying chinese phones
",One person found this helpful,5.0 out of 5 stars
Nisha kumari,Reviewed in India on 9 August 2021,superb  product must buy,"
  I am writing this review after using for15 days.This is very good product from samsung and  comes with an affordable price& best features.the 6000mah battery lasts 1and half days with continous usuage of youtube and others apps....sometimes 2days......The phkne has an extra feature you can save your apps downloaded through playstore in sd card.....camera quality is also very good....you can use watsapp and crome at the same time in screen.....the voice and video quality of the phone is also good... samsung m31 is one of best phones produced by samsung so don't give second thought while buying it ....just go for it...
",One person found this helpful,5.0 out of 5 stars
Arun Ch,Reviewed in India on 9 August 2021,Good and quality one,"
  Handy one
",,5.0 out of 5 stars
murali m,Reviewed in India on 9 August 2021,Super,"
  Super
",,4.0 out of 5 stars
Purnima Pandey,Reviewed in India on 9 August 2021,Excellent phone,"
  I like it so much.It is the best choice.
",,5.0 out of 5 stars
Ankit,Reviewed in India on 9 August 2021,Nice phone,,,5.0 out of 5 stars
Lucky,Reviewed in India on 9 August 2021,Always hanging,"
  Screen not responsive and always hanging
",,1.0 out of 5 stars
Neetu,Reviewed in India on 9 August 2021,We need to restart the phone multiple times a day otherwise the phone always comes switched off.,"
  We need to restart the phone multiple times otherwise it always comes switched off.
",,1.0 out of 5 stars
bright oliver,Reviewed in India on 9 August 2021,Having screen line,"
  Better to use
",,3.0 out of 5 stars
danish pathan,Reviewed in India on 9 August 2021,So nice,"
  Nice
",,5.0 out of 5 stars
R.VENKAT KARTHIKEYA,Reviewed in India on 9 August 2021,Fast delivery,"
  Missing of SCREEN COVER & MOBILE POUCH
",,4.0 out of 5 stars
Shahalam Khan,Reviewed in India on 9 August 2021,Worst phone,"
  This is the worst phone I have ever used. Freezes a lot. Internet will drop and work intermittently at times. Even on wifi and 4G it's the same. Pathetic device. Samsung phones are the worst.
",,1.0 out of 5 stars
Shubham singh,Reviewed in India on 9 August 2021,value for money,"
  everything is performing superb like display, processor, battery and camera is too much pretty good.. love this productaccording to price all is well
",,4.0 out of 5 stars
Keshav makkar,Reviewed in India on 9 August 2021,Useless,"
  It get hot after some time use useless product by Samsung
",,3.0 out of 5 stars
Dharmendra singh,Reviewed in India on 8 August 2021,Best phone for free fire and pubg.,"
  Best processor in the phone. Mega camera. Ai quad camera set up is awesome. #GamingwithM31neverends. Upto 13 hours of gaming. Best phone in the world under 20k
",,5.0 out of 5 stars
Chitta naga sushmitha,Reviewed in India on 8 August 2021,Big failure product! Review after using for 1.5 years.,"
  This model is a complete failure. I don't have a single complaint for 1.5 years. After that, encountered bootloop issue ( where phone switch off automatically and switch on its own ). When i researched about my issue , I'm shocked to see that all samsung M models are facing the same issue out of 95/100 phones. If you are going to buy this for long term, I suggest you to not go for this. Go for some good and better options.
",,1.0 out of 5 stars
KRISHNA RAJA,Reviewed in India on 8 August 2021,M31 one of the worst M series Samsung Phone,"
  1.Heating issues always & gets heat during charging the phone also & during the call also phone gets heat 2.Worst Front camera picture & video quality no Flash light for selfie..3.Bought for 20k but not worth 4.Charger cable is too short not gud quality.##WASTE OF MONEY###Please don't purchase it
",,1.0 out of 5 stars
Pankaj Singh ,Reviewed in India on 8 August 2021,Ghatiya bear bakbas,"
  Main to fans gya yaar app log Mt Lena itna ghatiya fon. Maine brand pr vrosa kr ek mhina k hi vitar hi do fon le Liya aur dono mobile saal k vital hi liquid damage ho gya care walon  ne koi response n Liya fon warranty me hone k babjood 5200 ka bill bta diya
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 8 August 2021,Display complaint,"
  My phone's display get damage like a ink spreading  manner. I check with the service centre they told me that it's not covered under warranty and I have to pay 4800/ rupees for display. Actualy it's a manufacture fault not from my side.I never suggest samsung phone to any one because of poor customer service and behavioral experience.
",,1.0 out of 5 stars
singaravelan,Reviewed in India on 8 August 2021,My mobile 6month only using knot working any knot damage but she is months,"
  My mobile regular working time suddenly kont working
",,1.0 out of 5 stars
Abhishek,Reviewed in India on 8 August 2021,A good handset...,,,4.0 out of 5 stars
Am 'azon Cust 'omer,Reviewed in India on 8 August 2021,Samsung spam,"
  Samsung forces you to accept their ads and spam and it gets worse with every software update. The previous update had a persistent notification that couldn't be swiped away asking me to activate ""Samsung services"", which basically means accepting ads on my lock/home/app screens. This notification would've sat there nagging me until I decided to yield.So I emailed Samsung support, who said that if I restart my phone, it'd go away. Kudos to them: it did!Yesterday's software update 'fixed' that issue. Now Samsung's spam notifications don't go away on a restart, and are stuck at 'Allow' in the settings.There's other ways Samsung tricks you into accepting their ads, for instance by hiding the 'no' option in various places. Point being, this sours the entire Samsung experience for me.The hardware's decent: fabulous screen, ok processor, crummy speakers. The screen itself is worth the asking price. OneUI (Samsung's version of Android) has some good ideas that vanilla Android has now copied (as it should). But when I decide to buy the next Hi-Fi or TV or smart fridge or phone, it won't be a Samsung. That's because to me, now, Samsung = Spam.
",,2.0 out of 5 stars
Alexaa,Reviewed in India on 8 August 2021,Average,"
  Average phone as comparing with MI
",,3.0 out of 5 stars
Jalaludeen,Reviewed in India on 8 August 2021,Good product,"
  Nice quality
",,4.0 out of 5 stars
Amazon Customer,Reviewed in India on 8 August 2021,"Great phone, great camera, great sound & call quality. No issues with the phone so far.","
  Camera, sound quality, call quality, display and the build are excellent.Haven't had any issues with the mobile so far.
",,5.0 out of 5 stars
Mahesh,Reviewed in India on 8 August 2021,Worst Mobile,"
  Internet speed is worst. Even after trying multiple ways. Suggest not to buy
",,1.0 out of 5 stars
ABIRAMI,Reviewed in India on 8 August 2021,Awesome mobile with great specification in affordable price.,"
  Awesome mobile with great specification in affordable price.
",,5.0 out of 5 stars
SUNNY SHARMA,Reviewed in India on 8 August 2021,Worst phone,"
  Worst camera, like 13 mp, hang problem in new phone, only 6 day to use of this, Battery drain so much during call. No go for this
",,1.0 out of 5 stars
Rumpa,Reviewed in India on 8 August 2021,I am in love with this phone,"
  Best quality of this phone is its battery life. Normally I use my phone all the time. But still charge stay 1.5 days. I am using it from July. Obviously not only battery life but also the camera quality is awesome. If you are not a gamer then it will be great phone for you.
",,5.0 out of 5 stars
Subodh,Reviewed in India on 8 August 2021,Worth phone,,,5.0 out of 5 stars
Mizan Ahmed,Reviewed in India on 8 August 2021,Good,,,4.0 out of 5 stars
Hari,Reviewed in India on 8 August 2021,Good experience for me as a samsung m31 user,,,4.0 out of 5 stars
Shubham Mittal,Reviewed in India on 8 August 2021,Very good price range for all the features M31 offers,"
  - Battery, Camera quality, fingerprint sensor, face recognition, memory, and storage are all great!- One aspect that could have been better is the charging speed. The adapter offers 15W charging. It would have been perfect if the adapter offered at least 20W charging.
",,4.0 out of 5 stars
Ajmal ahmed,Reviewed in India on 7 August 2021,Worth😍,"
  I like this phone it has all features  with good camera quality and nice display it gives different  level and it is gd fr playing pubg and cod
",,5.0 out of 5 stars
M.sunitha,Reviewed in India on 7 August 2021,The phone is very bad and the phone heating and handing,"
  Samsung M31
",One person found this helpful,1.0 out of 5 stars
Ashish ,Reviewed in India on 7 August 2021,Budget phone with great specifications,"
  After the old Xiaomi Redmi Note 2 died, I purchased this phone on Amazon Prime day sale. The best investment made so far.Order placed date: 26/July/2021Order receive date: 29/July/2021Review date: 7/Aug/2021Pros1. Awesome rear camera quality (64MP)2. Splendid battery life of 1.5 days given the heavy usage (mobile hotspot for wifi connection 12 hours/day).3. Samsung representative called to enquire about the phone, its functionality and overall performance. I think its a good approach by the company.Cons1. Post updating the android version to 11 with One UI Core version 3.1, the call quality diminished. Got the issue fixed with great difficulty. Not sure if I'll update the phone software again.
",,5.0 out of 5 stars
Ajith Vaze,Reviewed in India on 7 August 2021,Worthy buy,"
  Worth buy for the amount. Very good  phone
",,5.0 out of 5 stars
Bhushan Kumar,Reviewed in India on 7 August 2021,Do not expect even a day life if you take your phone to Samsung Service center.,"
  My day at #servicecenter of #samsungelectronicsThis was the very first time that I ever visited a service center in my life and ended up with huge #disappointment.  Since it was #brand #samsung , I went with the hope of a fair #aftersales #customerservice journey but my #personalexperience changed the way I used to perceive the brand and it's products and #values.I bought #samsunggalaxy smart phone on 7th Aug 2020. On Saturday, 31st July 2021, when the phone was still under warranty, my phone had some charging issue. So I visited the service center of #samsungelectronics in  #gurugram (Advance Technology ‐ 0008201519). Here are my observations and experience.1. Problem of changing in phone was fixed on Saturday but my Phone's half display turned black by next day end.2. In my 2nd visit on Tuesday, I met the officer  again and complained about the display  problem.3. Instead of fixing the issue instantly, Customer care officer (Gourav) blamed me for the damaged!! Also I was told that the repair will be chargeable and doesn't cover in warranty.4. I was not given the service receipt for Jack changed. Upon asking for receipt I was denied that receipt is never issued for Jack change.5. It was so unfortunate to see Customers screaming and fighting with service center team last Saturday. Within 2 hours of my waiting time I saw 4 different fights with customers and one was a #seniorcitizen. I felt so bad about that gentleman and service center team treated so badly to them.6. After watching those fight and in order to secure an evidence I recorded a video of Customer care officer where he accepted that Charging jack was changed and no receipts are issued for that and later denied when he got to know that video is being recorded. I Do not want to make the video public at this moment but can share it officially to Samsung team if needed.7. I felt being #ditched and #cheated after the entire incident. I am 100% sure that they tempered the screen of my phone which started giving me problems hours after the repair. There is strong #unetical and #fundamentalproblem with the service center team.8. Instead of spending millions on #brandbuilding you must spend on good quality after sales service which makes it lasting experience. Spending another 25k - 30k on new device is not a big deal, but definitely not at the cost of #unethical behavior. I wish I would have changed my decision to go with #appleiphone before.9. Stop talking about preventing #ewaste in your #csrinitiative, as unethical after sales service is one the biggest reason for e-waste dump. Customer are left with no other choice but to dump their devices in bin after being #cheated.10. Hope my massage deserve some respect and expecting for a call back from #greviance department
",2 people found this helpful,1.0 out of 5 stars
Suraj Pratap Singh,Reviewed in India on 7 August 2021,Samsung Galaxy M31,"
  Nice built quality. Best in durability. Only one issue with the speaker I have identified. The Volume gets low if you continue to use on full volume for 1-2 Months.The glossy glass finish always needs protection at back.No Hanging/Lagging Issues Identified.Compatible with lower volt chargers.Water Test - Not Passed.Bend Test - FailedDrop test - PassScratch Test - Fail
",,4.0 out of 5 stars
Priyabalaji,Reviewed in India on 7 August 2021,Nice but hearing volume very low,"
  Mobile sound is very to hearing even speakers also
",,3.0 out of 5 stars
Sagar B,Reviewed in India on 7 August 2021,Awesome smartphone under 15k,"
  Thank you Samsung for giving us an option to avoid Chinese brand phones and go for a good and safe to use smartphones to top it up we have Knox security.
",,5.0 out of 5 stars
Naveen Saravanan,Reviewed in India on 7 August 2021,I am Lovly to Purchase this Mobile,"
  It's superb mobile to use camera is quality is excellent and finger print is superb battery health and charging fast adopter superb😘😘😘..... THANK YOU SAMSUNG
",,5.0 out of 5 stars
SRINIVASULU,Reviewed in India on 7 August 2021,Quality,"
  Nice piece
",,5.0 out of 5 stars
Byasadev Sahu,Reviewed in India on 7 August 2021,Amazing Purchase,"
  Nice one
",,5.0 out of 5 stars
vishakha Jangam,Reviewed in India on 7 August 2021,Screen stops working after 2 months,"
  As always Amazon is really good with their service. And I would to order multiple products form Amazon since there is good policies for return. Also it's easy to place buy.But the Samsung phone sucks. This is my first buy of Samsung. Since there is feel of not buying from Chinese Mobile companies. But I would say this is my first and last buy of Samsung.I bought and gifted it to my mother in June 2021. And phone's screen is not working and  this is August 2021. They assured me to replace it but that doesn't mean manufacturing of such brand is of so low quality.Not happy with the product. If you want Indian people buy Samsung where you pay 2000 extra than Chinese phone, you have to improve. But I would not buy any Samsung phone for sure.
",,1.0 out of 5 stars
Raj,Reviewed in India on 7 August 2021,Worst Samsung mobile,"
  Purchased Samsung mobile  in August 8th 2020. From the past one month Hanging problem started. Went to Samsung service center at HSR layout and got repaired. Again the problem repeated. Visited Samsung Authorized Center at  HSR layout and informed the problem. But they refused the do the service saying warranty period will expiring soon. Take the AMC , then we will the the service.Please do not purchase the Samsung mobiles, because of worst product and worst service of Samsung.
",One person found this helpful,1.0 out of 5 stars
Devendra,Reviewed in India on 7 August 2021,Amzon extra add without referance,"
  My product OK but add e-commerce insurancePls clear the issue
",,3.0 out of 5 stars
ABHILASH GUPTA,Reviewed in India on 7 August 2021,Worst phone and brand ever,"
  Phone motherboard crashed  just after few days after 1 year of warranty.Worst phone ever. I will never buy samsung phone ever.
",One person found this helpful,1.0 out of 5 stars
Deepak Patil,Reviewed in India on 7 August 2021,Mobile Phone Hitting Problems,"
  Mobile Phone Hitting Problems
",One person found this helpful,1.0 out of 5 stars
nicholas,Reviewed in India on 7 August 2021,Great value for money,"
  Best among the budget phone
",,5.0 out of 5 stars
Ashish,Reviewed in India on 7 August 2021,"V.nice product in all things like battery , carama etc...","
  Battery life,camara quality and storageall are good. I am using the phone from last 1 year . . .
",,5.0 out of 5 stars
Vicky,Reviewed in India on 7 August 2021,Excellent product,"
  Its superb...excellent battery...camera is very good
",,5.0 out of 5 stars
Dipankar Nath,Reviewed in India on 7 August 2021,Very good product.evry think is ok.i m satisfied buy this mobile.you.must buy this mobile.,"
  Good
",,5.0 out of 5 stars
Dilip,Reviewed in India on 7 August 2021,Nice smartphone,"
  Working superbly, thanks amazon and Samsung
",,5.0 out of 5 stars
MR.QUEEN,Reviewed in India on 7 August 2021,Summing up all the phone is gud with all its features and looks.,"
  Not as heavy as i had expected. Cameras are terrific. And battery is wallah.
",,4.0 out of 5 stars
suchi mishra,Reviewed in India on 7 August 2021,Durability,"
  I bought this phone in mid week of June 2020 and in 1st week of august 2021  phones motherboard got burnt. I didn't experience any issue before but suddenly it went in hanged mode and as I tried restarting the phone it didn't start again. Phone has 1 year warranty but just after one year passed away phone is dead ... I bought this phone as it's not Chinese and will last long but reversed happened . Very much disappointed and will never buy samsung phone in future after having such worst experience .....😤☹️😞😩
",,1.0 out of 5 stars
Rahul R.,Reviewed in India on 6 August 2021,Poor performance of product,"
  The  quality of the product is poor, hanging problem started within a year, Samsung brand is quite annoying.Iwill never suggest anyone to buy it
",,4.0 out of 5 stars
vivek,Reviewed in India on 6 August 2021,froze in 1 month use,"
  hanged up and froze up after 1 monthplease avoid from this sellerauthorized service centre found water inside phone
",One person found this helpful,1.0 out of 5 stars
Devilal Dewanda,Reviewed in India on 6 August 2021,Very nice product.,"
  Overall good product.
",,5.0 out of 5 stars
Yukta,Reviewed in India on 6 August 2021,Good product ☺️,"
  All good
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 6 August 2021,Battery charging time is too high and camera quality is not great after constant use,"
  Battery life and charge time
",,4.0 out of 5 stars
KARTHIK R,Reviewed in India on 6 August 2021,Okiesh smart phone,"
  Value for money
",,3.0 out of 5 stars
TANUMAY CHATTERJEE,Reviewed in India on 6 August 2021,Samsung using very low quality parts in their smartphones.,"
  I am writing this review after using the mobile for 13 months. Initially it was good, but after 8 - 9 months battery became weak, and now if you use it for normal net surfing for 3 to 4 hours,  you have to charge it again. And note that I never play any games in this mobile,  just normal use as Facebook, WhatsApp, YouTube average 1.5 hours per day. And now suddenly the phone starts auto restarting and stops working. Service centre guy says its mother board has gone and it will cost 8000 approx. And after staying almost 2 hours in service centre, I noticed that almost 30 phone came with same problem and service centre suggesting everyone for changing motherboard. So it is clear that Samsung is using very low quality parts in their smartphones. Even 15 months old rs30 thousands phone ( l can't remember the model number) has same problem. So guys think twice before investing your hard earn money on Samsung smartphones. I am suffering. So if you invest then also invest in extended warranties.
",,4.0 out of 5 stars
Suji,Reviewed in India on 6 August 2021,Flimcy and suitable for soft skins,"
  Don't buy galaxy m31 after six months, pink spot found on the to right center and became all over and they rejected my free service request and asking for paid service eventhough it is so not crossed one year
",One person found this helpful,1.0 out of 5 stars
Paramesh,Reviewed in India on 6 August 2021,2 think is not good,"
  (1) the box seal is already open in the persel(2) there no ear Phones in side the box but
",One person found this helpful,1.0 out of 5 stars
pankaj kote,Reviewed in India on 6 August 2021,Waist of money,"
  I ordered on 16 July 21 & suddenly shut down on dated 6 Aug.21 I called amazon care they said we can't do anything don't buy this product waist for money
",One person found this helpful,1.0 out of 5 stars
Himanshu Shukla,Reviewed in India on 6 August 2021,It restart automatically 50 times a day.,"
  Automatic 50 times restart a day
",One person found this helpful,1.0 out of 5 stars
Muhsin,Reviewed in India on 6 August 2021,Superb,,,5.0 out of 5 stars
Shubhangi pathak,Reviewed in India on 6 August 2021,its really smooth as compared to older m 31,"
  it should've came with a more powerful charging adapter because the 15W one takes more than 2.5 hours to charge the device completely
",,5.0 out of 5 stars
Nitish Yadav,Reviewed in India on 6 August 2021,Good budget phone,"
  Phone is good with all features packed
",,5.0 out of 5 stars
Prasanna Patil,Reviewed in India on 6 August 2021,"Good mobile, features are good in compare to other brands.","
  Battery life is awesome 👌
",,5.0 out of 5 stars
rajesh mali,Reviewed in India on 6 August 2021,Not good problem came after 1 year,"
  Problem came in displey blue spot came in screen automaticall. Phone not fall
",,2.0 out of 5 stars
Arkya Chatterjee,Reviewed in India on 6 August 2021,faceing auto-restarting problem,"
  after using just 1 year 15 days  I'm faceing  huge problem of phone hanging , system slow & auto-restarting .
",2 people found this helpful,1.0 out of 5 stars
Mangesh Wannerkar,Reviewed in India on 6 August 2021,Best,"
  Best For Me
",,5.0 out of 5 stars
Hardik saluja,Reviewed in India on 6 August 2021,I liked this mobile very much. Its camera and display is very nice,"
  There's nothing that i disliked about this mobile
",,5.0 out of 5 stars
Aakash R,Reviewed in India on 6 August 2021,Its good,"
  Its good
",,5.0 out of 5 stars
Suman kumar,Reviewed in India on 6 August 2021,Very good,"
  Very good 👍
",,5.0 out of 5 stars
ram abhi,Reviewed in India on 6 August 2021,Wonderful Experience still after 1 year.,"
  Pros:Battery Backup does the magic. I attend online video classes, one full charge lasts for 6 to 8 hours.Display is world class experience.Processor is also great.
",,5.0 out of 5 stars
Keshav thapa,Reviewed in India on 6 August 2021,It's a good mobile phone samsung m31,"
  Good mobile phone samsung m 31
",,5.0 out of 5 stars
Vikash kumar,Reviewed in India on 6 August 2021,very bad phone don't catch network properly,"
  When using internet it don't catch network properly . Very bad experience with this phone.battery life is good. camera quality bad
",2 people found this helpful,1.0 out of 5 stars
hannastephen,Reviewed in India on 6 August 2021,It's price worthy,"
  It is worth the money,good battery life
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 6 August 2021,Good Product,"
  Good
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 6 August 2021,Superb phone in low budget,"
  Display , camera , battery backup and every feature of this phone is superb....but charging time is slightly longer , it takes 1.5 hours to charge . Finger print sensor and dark mode feature  work very well. Phone ram and storage space are sufficient .
",,5.0 out of 5 stars
SENTHILKUMAR S,Reviewed in India on 6 August 2021,Superb M31,"
  After 15 days of usage Nice Phone. Camera Excellent quality. 8gb ram price is affordable. Battery last for 2 days. Selfie camera superb. Camera rating 5 out of 5. Performance rating 4.5 out of 5. Battery backup 5 out of 5. Heavy useage good quality. Samsung always best. Non Chinese mobile. Display very good. Display rating 5 out of 5. Samsung m series ia the best series.Good performance for the rate 18,000. So must try don't miss If ur gonna purchase 8gb ram mobile with good camera good battery backup u should try Samsung m31. Recommended mobile. Must try.
",,5.0 out of 5 stars
Ranjeet S.,Reviewed in India on 6 August 2021,third class mobile not working properly,"
  i want discuss with Samsung team for this mobile issueitna ghatiya mobile mene kabhi nahi dekha me ek baar Samsung ki team se baat karna chahta hupure saal me 10 baar to scree touch kaam karna band ho gya or mere pass itna time nahi hai ki me store per jaakar time kharab karu Amazon team ish product ko band karo sale karna
",2 people found this helpful,1.0 out of 5 stars
Sooraj Sethumadhavan,Reviewed in India on 6 August 2021,Good for the price,"
  Good for the price
",,5.0 out of 5 stars
vivek Ranjan,Reviewed in India on 6 August 2021,Very Bad Product,"
  From starting getting battery backup issue and call disconnect issue which talking with someone and suddenly power goes off
",2 people found this helpful,1.0 out of 5 stars
prashanth,Reviewed in India on 6 August 2021,Touch suddenly not working,"
  Finger print and suddenly not working touch
",,4.0 out of 5 stars
Ayaan Thomas,Reviewed in India on 6 August 2021,best phone i have ever had,"
  the Samsung galaxy m31 is awesome it is good for gaming and taking pictures. the 6000mh battery is sooo powerful and I have to wait for 2 days for it to become 0%. the 8GB ram is also amazing and the storage is very good.yall need to get this phone it is cheap and very good.buy it.
",,5.0 out of 5 stars
Kavita rakholiya,Reviewed in India on 6 August 2021,Best phone.,"
  All functions are really good.. I love it.
",,5.0 out of 5 stars
pop,Reviewed in India on 6 August 2021,???,"
  👎👎👎👎👎👎👎
",,2.0 out of 5 stars
muskaan,Reviewed in India on 6 August 2021,Worst service from Sumsung M31 series,"
  Dont purchase this mobile. Worst service from Samsung.I have purchased samsung M31 mobile on 2nd of August 2020. Yesterday I have visited Samsung service center (5th of August 2021). because of Mobile automatically restarted and showing Samsung logo. Not able to operate. The service center lady told me it's a mother board issue. It's a out of warranty it will be charged Rs. 8500/- and after service you will get 90 days warranty only. Just for 3 days of warranty lapse they won't ready to give me a free service. And service charges is very high. I suggest you plz dont purchase this M series Mobiles.
",4 people found this helpful,1.0 out of 5 stars
Ambadas Khodal,Reviewed in India on 6 August 2021,Bakwas phone,"
  brought this from Amazon, but tuch and display challange.Battery got very hot.Simple dash and it's display dead.Very cheap phone from best brand.
",One person found this helpful,1.0 out of 5 stars
avinash kumar,Reviewed in India on 5 August 2021,It's vibration mode is not working. And also it is handed.,"
  Mobile vibration mode is not working.
",,2.0 out of 5 stars
nirzaree gole,Reviewed in India on 5 August 2021,Poor product.,"
  Poor product...Can not trust on Samsung again.Warranty period is not getting considered at all.
",One person found this helpful,1.0 out of 5 stars
Suresh M.R.,Reviewed in India on 5 August 2021,Hanging problems after 10 months usage,"
  First time facing such issues in samsung mobiles. Really upset with the software quality
",One person found this helpful,4.0 out of 5 stars
Yamini,Reviewed in India on 5 August 2021,Camera is excellent,"
   Camera is too...good then i accept...😌❤️❤️love it so much and the smoothness is too good to slide...❤️❤️
",,4.0 out of 5 stars
AMIT TIKU,Reviewed in India on 5 August 2021,Poor quality in-terms of battery life. The phone gets heated up frequently,"
  Poor quality in-terms of battery life. The phone gets heated up frequently
",,1.0 out of 5 stars
saket garg,Reviewed in India on 5 August 2021,This model has problem after one year,"
  This phone has mother board problem after one year. I have purchased one more set and having mother board problem after purchasing this set. My mobile repair shop I come to know that most of this sets  having same problem after expire of warranted period
",2 people found this helpful,1.0 out of 5 stars
benson,Reviewed in India on 5 August 2021,Good,"
  Good
",,5.0 out of 5 stars
suman,Reviewed in India on 5 August 2021,Waste of money,"
  Software problem strted just after update after 1 yr. Now it will cost 8000 to mend it and that's too without surity. Don't buy samsung phones.specially m series and A series.
",2 people found this helpful,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 5 August 2021,Worst product in mobile industry,"
  This is the 1st time I am writting a negative review for a product. Please don't go for any samsung mobile. This is wrost product in mobile industry. I buy it on July 2020, and from July 2021, I started facing issues like finger print not working, got hanged. And after that the phone got dead and it's not charging.
",2 people found this helpful,1.0 out of 5 stars
Riyazvariava,Reviewed in India on 5 August 2021,Value for money,"
  Value for money
",,4.0 out of 5 stars
Siva kumar,Reviewed in India on 4 August 2021,Value for money,"
  Good quality value for money not for gamers. Screen quality is super
",,5.0 out of 5 stars
